AnonymousID,HotelInncode,HotelBrand,HotelChainScale,Generation,Department,FullTimePartTime,Tenure,ManagementLevel,WorkLifeBalance,LearningDevelopment,Communication,Voice,RewardsBenefits,WorkEnvironment,IntentToStay
35289,100155,6,3,3,21,1,5,1,4,4,4,4,4,3.5,0
5122,100157,6,3,1,15,1,6,1,3.5,4,5,4,4.5,5,1
5357,100281,6,3,1,23,1,7,2,5,5,5,5,5,5,1
31304,100171,6,3,2,16,1,8,1,5,5,5,5,5,5,1
8266,100155,6,3,2,21,1,6,2,5,5,5,5,5,5,1
16878,100223,6,3,2,21,1,2,1,5,5,4.33,5,5,5,1
34967,100203,3,2,1,21,0,4,4,4,4,3,4,4,4,0
29092,100200,11,4,2,29,1,6,2,5,4.33,5,5,5,4.75,1
4726,100068,6,3,1,28,1,5,2,5,4.67,5,5,4,5,0
5526,100175,11,4,1,16,1,4,2,4.5,4.33,4.67,4,5,5,0
16222,100189,6,3,1,6,1,6,2,5,5,5,5,5,5,1
535,100126,6,3,1,16,1,2,2,5,5,5,5,5,5,1
24181,100064,6,3,3,12,1,8,2,5,4.33,4,5,4,5,1
9645,100272,6,3,2,38,1,6,2,5,5,5,5,5,5,1
38141,100087,6,3,3,21,1,7,2,4,4,4,4,4,4.25,1
33199,100243,11,4,2,9,1,8,2,5,5,5,5,5,5,1
16131,100157,6,3,2,21,1,7,2,4,3.67,4,3,3.5,3.75,0
12987,100131,4,3,2,21,1,3,3,4,4,4,4,4.5,4.25,0
11702,100172,6,3,1,21,1,4,2,4,3,3.33,4,4.5,4,0
27471,100179,4,3,2,7,1,4,2,5,5,5,5,5,5,1
22045,100255,6,3,1,12,1,7,2,5,4.67,5,4,4.5,4.5,1
35974,100222,6,3,2,23,1,7,2,5,3,3.67,5,4.5,3.25,0
33850,100155,6,3,2,21,1,5,1,4.5,4.67,3.67,5,4,4.75,1
24988,100211,6,3,2,2,1,5,3,5,5,5,5,5,5,1
23288,100211,6,3,1,28,1,6,2,4.5,4.67,5,4,5,4.5,1
9034,100281,6,3,1,16,1,5,1,4,3.67,5,4,4.5,4,0
30971,100155,6,3,2,21,1,6,4,5,5,5,5,5,5,1
12667,100100,11,4,2,21,1,6,2,3.5,3,5,3,4,4.25,1
7350,100199,6,3,2,21,1,7,4,5,1,5,1,2.5,3.5,0
19673,100227,6,3,1,28,1,5,1,5,5,5,5,5,5,1
31525,100164,11,4,3,6,1,8,4,5,4.67,5,5,5,4.75,1
11556,100254,2,3,3,8,1,8,2,5,5,5,5,5,3.5,1
766,100091,6,3,2,6,1,8,2,4.5,4,5,1,4.5,4.75,1
5390,100211,6,3,2,21,1,3,2,3.5,5,4.33,4.5,4,5,1
17989,100175,11,4,1,10,1,5,2,5,5,4.33,5,5,4.25,1
14620,100262,3,2,1,29,1,5,2,5,5,5,5,5,4.5,1
36726,100175,11,4,1,34,1,5,2,3.5,4.33,2,1.5,4.5,3.5,0
28199,100134,6,3,3,24,1,8,2,5,4,4.67,4,4.5,5,1
21407,100234,11,4,1,5,1,5,2,3,5,5,4.5,3,4,0
17423,100083,3,2,1,7,1,3,2,5,5,5,5,5,5,1
14032,100155,6,3,3,13,1,8,1,5,4.67,5,5,5,4.5,1
35005,100140,6,3,2,28,1,8,3,4.5,5,3.33,5,5,5,1
29724,100065,6,3,2,5,1,8,2,4.5,3.33,4.67,5,4,4.5,1
26271,100220,6,3,1,5,1,8,1,5,5,5,5,5,5,1
8766,100155,6,3,2,21,1,8,2,2,2,3.33,3,2.5,2.75,0
6774,100087,6,3,1,12,1,5,2,4,2.67,4,3,4,3.75,0
27868,100237,6,3,3,5,1,8,1,5,4,5,4,5,4,0
21149,100163,9,2,2,21,1,8,1,5,5,5,5,5,5,1
2964,100136,6,3,2,21,1,3,2,3,4.67,4.33,4,5,4,0
29463,100064,6,3,3,12,1,8,2,5,4.67,4,4.5,5,4.75,1
21953,100275,2,3,2,21,1,8,2,5,5,4,5,5,5,1
15935,100242,4,3,3,21,1,8,2,4,3.67,5,4,4.5,4.75,1
23333,100211,6,3,1,25,1,4,1,5,5,5,5,5,5,1
34411,100132,6,3,1,16,1,3,2,5,5,5,3.5,5,5,1
24052,100134,6,3,1,16,1,5,2,4,3.67,3.33,3.5,4.5,4.25,0
24256,100123,3,2,1,12,1,5,3,5,5,5,5,5,5,1
10818,100266,4,3,1,28,1,4,1,5,4.33,5,5,5,5,1
3276,100255,6,3,3,5,0,8,4,4,4,5,4,4.5,4.25,1
21091,100115,6,3,1,16,1,6,2,4,4.67,4,5,4.5,4.75,1
9156,100118,3,2,2,21,1,7,2,5,5,5,5,5,5,1
1784,100115,6,3,1,35,1,4,1,3,2.33,5,3,4,3.25,1
14878,100121,6,3,2,7,1,8,2,5,5,5,5,5,5,1
4887,100199,6,3,1,16,1,5,2,3,2,4,2,4.5,2.5,0
29117,100273,6,3,3,12,1,7,1,4,4,5,4,4.5,4.25,1
13348,100234,11,4,2,5,1,8,4,5,5,5,5,5,5,1
8092,100228,6,3,2,25,1,4,1,5,5,5,5,5,5,1
4840,100233,6,3,1,21,1,6,2,5,1,5,1,3,5,0
19183,100237,6,3,2,21,1,5,2,5,3.67,5,5,5,5,1
39337,100220,6,3,2,15,1,6,2,5,4.67,5,5,5,5,1
11457,100185,4,3,3,6,0,8,2,5,5,5,5,5,5,1
38845,100174,4,3,3,21,1,8,2,4.5,4,4,4.5,5,4.75,1
17970,100115,6,3,3,7,1,5,2,4,3.33,4.67,4,4,4.25,0
22165,100227,6,3,2,21,1,4,1,4,3.67,4,4,3.5,4.25,0
5000,100091,6,3,3,21,1,5,4,3.5,4.33,3,3,3.5,3.25,0
1451,100132,6,3,1,7,1,4,1,5,5,5,5,5,5,1
1536,100172,6,3,3,21,1,8,2,3.5,3,4,3,4,3.75,0
22391,100258,5,1,2,21,1,6,2,4,4,4,4,3.5,4.5,0
32008,100300,4,3,3,21,1,8,2,5,5,5,5,5,5,1
29633,100199,6,3,2,36,1,6,2,5,5,4,4.5,5,4.75,1
22139,100110,3,2,1,21,0,5,2,5,3.67,4.67,4,4.5,4.75,1
19660,100252,6,3,1,6,1,6,2,5,3.33,5,4.5,4.5,4.75,1
2886,100146,2,3,3,29,1,8,2,5,5,5,5,5,5,1
19764,100272,6,3,1,24,1,6,1,1.5,4,3.67,3.5,4,4,0
29145,100174,4,3,1,21,1,3,2,4,3,2.67,2,3,2.75,0
9470,100156,3,2,3,7,1,7,4,5,3,3.67,1,4.5,3.5,0
36197,100222,6,3,3,23,1,5,2,5,4,4,4,4.5,4.25,0
23701,100214,6,3,2,12,1,8,1,5,4,5,4.5,4.5,4.75,1
12615,100268,6,3,1,8,0,5,2,2.5,3.67,2.33,2.5,3,4.25,0
3672,100219,11,4,3,21,1,3,2,5,5,5,5,5,5,1
32955,100165,3,2,1,16,0,5,2,4,3.67,3.67,4,4.5,4,0
557,100303,4,3,3,28,1,6,1,5,4.67,5,4.5,5,5,1
28162,100214,6,3,1,6,1,2,2,4,4.33,5,5,4.5,4.5,1
5839,100238,6,3,2,29,1,8,1,5,5,5,5,5,5,1
13537,100078,11,4,2,5,1,6,4,4.5,3.67,4.67,3.5,4,4,1
34690,100127,6,3,3,21,1,8,2,5,4,5,5,4.5,5,1
4307,100098,6,3,3,12,1,8,2,4,4,4,4,4,3.5,0
34589,100243,11,4,1,6,0,5,2,5,5,5,5,5,5,1
37811,100085,3,2,2,7,1,8,2,5,5,5,5,5,5,1
23793,100254,2,3,1,38,0,1,1,3.5,3.67,3.67,3.5,2.5,3.75,0
20063,100254,2,3,3,21,1,8,4,4.5,4,5,4.5,4.5,4.5,1
36836,100271,4,3,3,6,1,7,3,4,1.67,3,1.5,1.5,3,0
10383,100124,6,3,2,21,1,2,2,3.5,3.67,4.33,3,4,4.25,1
2772,100200,11,4,3,21,1,5,2,5,5,4.33,5,5,5,1
15594,100132,6,3,1,25,1,6,2,4.5,5,4,4,4,4,0
29123,100200,11,4,1,22,0,6,1,3.5,2.33,4,4,2.5,4,0
10239,100289,5,1,1,21,0,4,2,5,5,5,5,5,5,1
26131,100068,6,3,1,12,1,4,2,5,5,5,5,5,5,1
35251,100100,11,4,1,21,1,7,4,3.5,2.33,3,1.5,3,3,0
7792,100084,6,3,2,5,1,3,1,3.5,4.33,4,4.5,4.5,4.75,1
30526,100134,6,3,3,35,1,8,2,4,5,5,5,4.5,4.75,1
10493,100231,6,3,1,16,1,5,2,4.5,4.67,4,3.5,4.5,4.5,0
8948,100274,4,3,1,16,1,4,2,1.5,1.33,2.67,2,4.5,3.5,0
11446,100172,6,3,1,33,1,6,4,4.5,5,4.33,5,5,5,1
24592,100149,4,3,3,21,1,7,2,4,4,4,4,4,4,0
24157,100222,6,3,2,12,1,6,4,2,1.67,2,1,2.5,3.5,0
1674,100279,11,4,1,12,1,4,2,4,4,4,4,4,4,0
39063,100203,3,2,1,21,0,3,2,5,5,5,5,5,5,0
36127,100131,4,3,3,21,1,8,1,5,5,5,5,5,5,1
17107,100278,6,3,1,29,1,5,2,4,3.67,4,4,3,3.5,1
32260,100243,11,4,2,5,1,8,2,5,5,5,4,5,4.75,0
6723,100143,11,4,1,34,1,4,2,4.5,3.33,4,3,3.5,4.5,0
30650,100164,11,4,1,21,1,5,2,3,5,5,3,5,5,1
27480,100101,5,1,3,23,1,5,4,3.5,3.33,4,3.5,3,3.75,0
13765,100179,4,3,2,12,1,6,1,4,4.33,5,4,4,4,0
20229,100178,6,3,3,21,1,7,2,5,5,5,5,5,5,1
34207,100254,2,3,1,32,0,4,2,5,5,5,5,5,5,1
33422,100254,2,3,1,9,1,7,2,3,3,2.33,3.5,4,3.25,1
2424,100078,11,4,2,41,1,7,1,4,4.33,5,5,4.5,4.75,1
13400,100141,6,3,3,21,1,8,2,1,1,1.33,1,2.5,2,0
37707,100273,6,3,3,21,1,7,1,1.5,4.33,2.33,2,3.5,3,1
35018,100157,6,3,2,30,1,7,4,4,3,4.33,2.5,4.5,4.75,1
9032,100165,3,2,1,20,1,6,4,4.5,3,3,4,4,5,0
39535,100243,11,4,2,10,0,8,4,5,5,5,5,5,5,1
23562,100265,9,2,2,16,1,3,4,4.5,4,4.67,4,4.5,4,0
13114,100070,4,3,3,2,1,5,1,4,4.33,5,5,5,4.5,1
18934,100252,6,3,2,5,1,7,2,5,5,5,5,5,5,1
28052,100222,6,3,1,29,1,7,2,5,4.33,5,4.5,4.5,5,0
5828,100222,6,3,2,21,1,5,4,5,5,3.67,5,5,4.75,1
33064,100165,3,2,3,21,1,7,2,4,3.33,3.67,3,4,3.75,0
31811,100272,6,3,1,12,1,5,3,4,4.67,4.67,5,4.5,4.75,1
22712,100238,6,3,3,41,1,8,2,1,1,1,1,1,1,0
3913,100254,2,3,2,5,1,4,2,3.5,3.33,3.33,2.5,5,2.25,0
10994,100233,6,3,2,21,1,8,2,3,4.33,4,4,2.5,4.25,0
22997,100227,6,3,3,25,1,6,2,5,5,5,5,5,5,1
38356,100272,6,3,2,21,1,7,2,4,3.33,3.67,3.5,4,4.25,1
21653,100182,4,3,1,16,1,8,1,5,5,5,5,5,5,1
3172,100168,6,3,2,21,1,8,1,5,5,5,5,5,5,1
25728,100145,1,4,2,21,1,6,3,5,5,4.67,5,5,5,1
23502,100209,10,5,3,21,1,7,2,4,3.67,4,4,3.5,4,0
11299,100164,11,4,2,14,0,2,2,5,3.67,5,5,3.5,5,1
23088,100232,3,2,1,12,1,1,2,5,4.33,5,5,5,5,1
2904,100146,2,3,2,25,1,8,1,5,5,5,5,5,5,1
26577,100209,10,5,2,21,1,7,1,4,4,3.67,4,3.5,2.75,0
2480,100249,5,1,3,21,1,8,1,5,5,5,5,5,5,1
21672,100146,2,3,3,7,0,8,4,3,2.67,3,3,3.5,2.25,0
35959,100144,3,2,2,7,1,3,4,4,3.67,4,4,3.5,4,0
8,100155,6,3,3,21,1,8,3,4.5,5,5,4.5,5,5,1
21274,100252,6,3,1,16,1,5,1,4.5,5,5,4.5,5,5,1
21101,100255,6,3,1,7,1,5,2,4,3.33,3.33,4,3.5,4.25,0
10104,100146,2,3,1,21,1,7,2,4,2.67,2,3,3,3,0
7384,100273,6,3,3,21,1,8,2,3,3,3,4,4,4.5,1
27058,100208,1,4,1,28,1,6,4,3.5,5,4,3,5,4.25,1
11034,100078,11,4,2,21,1,6,2,5,5,5,5,5,5,1
19846,100283,3,2,3,12,1,8,4,2.5,4.33,3,4.5,3,4.25,1
17815,100231,6,3,3,25,1,5,4,5,5,5,4.5,4.5,5,1
12393,100064,6,3,2,12,1,3,1,4,4.67,3.33,4,4.5,3.5,0
27726,100279,11,4,2,16,1,2,2,4,3.67,4.33,3.5,4,4.25,0
28891,100204,4,3,1,19,1,3,4,3.5,4,4,4,3.5,4,0
6840,100272,6,3,1,24,1,5,4,3.5,3.33,4,3.5,3.5,4.25,1
31937,100235,4,3,3,7,1,6,2,4,4,4.33,4,4.5,4.25,1
30508,100165,3,2,1,16,1,4,2,3.5,4,5,4.5,4.5,4.75,0
24120,100266,4,3,1,16,1,4,1,5,4.67,5,5,5,5,1
28239,100302,4,3,2,21,1,8,2,5,4.67,5,2.5,3.5,5,0
5916,100084,6,3,2,22,1,6,2,5,5,5,5,5,5,1
17980,100209,10,5,1,7,1,8,2,5,3,4,4,4.5,4,1
2681,100073,9,2,1,16,1,2,2,5,5,5,5,5,5,1
28122,100229,4,3,2,7,0,6,4,3.5,3.33,2.67,4,4.5,3.5,0
12480,100270,3,2,1,12,1,6,2,4,4,4,4,4,4,0
34614,100307,11,4,2,33,1,8,2,4,1.67,2,2.5,3,2,0
27466,100157,6,3,2,21,1,7,2,4.5,3.67,4.67,4.5,4.5,4.75,1
8864,100238,6,3,1,30,0,4,2,5,4.67,5,5,5,5,1
6304,100180,6,3,1,6,0,4,2,5,5,5,5,5,5,1
6675,100168,6,3,2,26,1,8,2,4,4,4,4,4,4,0
436,100155,6,3,1,3,0,6,3,5,5,5,5,5,5,1
14357,100180,6,3,1,15,1,6,1,5,5,5,5,5,5,1
16517,100087,6,3,2,28,1,4,1,3.5,3.33,2.67,3,4,2.75,0
20708,100233,6,3,3,13,1,8,1,3.5,4,4,4,4,4,1
18866,100281,6,3,1,20,1,8,1,4,5,5,5,5,5,1
34840,100094,5,1,1,21,1,4,2,4,4,4.67,4,3.5,4,0
9050,100224,4,3,1,7,1,6,2,5,4,5,5,3.5,4.5,1
499,100087,6,3,1,21,1,6,4,3,4.33,5,3.5,5,4,0
1984,100073,9,2,2,25,1,6,2,4,4,5,4,4,4.25,0
22298,100200,11,4,1,21,1,6,1,5,4.67,5,5,3.5,4.25,0
19073,100240,5,1,3,12,0,6,4,5,5,4,5,4,4.5,1
38498,100155,6,3,3,21,1,8,1,4,4,4,4,4,4,0
29165,100180,6,3,1,6,1,5,2,5,5,5,5,5,5,1
4112,100250,6,3,2,21,1,8,2,5,5,5,5,5,5,1
17728,100157,6,3,2,21,1,8,4,4,4,3.67,3.5,3.5,4,0
22991,100098,6,3,1,16,1,6,1,4,3.67,3,5,3,4.25,0
35898,100129,6,3,3,38,1,8,1,4,4,5,5,4,4.75,0
36714,100243,11,4,1,8,0,6,2,3.5,3.33,3,2,4.5,2.75,0
31778,100211,6,3,2,21,1,8,2,5,4,3,4,3.5,3.25,0
13711,100211,6,3,2,25,0,1,4,5,5,5,5,5,5,1
18574,100202,6,3,2,29,1,6,2,4,4.33,4,4,4,4,0
33497,100113,5,1,1,23,1,1,2,3.5,3.67,5,5,4,4.75,1
39039,100148,6,3,3,12,1,5,1,5,5,5,5,5,4.5,1
21047,100234,11,4,2,6,1,8,2,4,3,4,4,3.5,2.5,0
13595,100211,6,3,3,21,1,8,2,4,4,4,4,4,4,0
9576,100155,6,3,3,5,1,8,2,4,5,5,4.5,5,4.5,1
23636,100155,6,3,3,27,1,8,2,4,4,4,3.5,4,4.25,0
26758,100237,6,3,1,3,1,6,4,5,5,5,5,5,5,1
23582,100211,6,3,1,23,1,6,2,2.5,2.67,1.33,1,2,2,0
22030,100132,6,3,2,12,1,8,2,5,5,5,5,5,5,1
36349,100155,6,3,1,29,1,4,2,5,5,5,5,5,4.75,1
5587,100283,3,2,3,29,1,2,2,4,3.67,4,4,3.5,4,0
39117,100223,6,3,3,21,1,7,2,4,3,1,3,2,2.25,0
10095,100115,6,3,2,21,1,6,2,3.5,4,4.33,4,4,4.75,1
22471,100132,6,3,3,5,1,8,1,4,5,5,5,5,5,0
21942,100171,6,3,2,12,1,5,1,5,5,5,5,5,5,1
32247,100155,6,3,1,21,1,6,2,4,4,3.67,3,4,4,0
38859,100168,6,3,3,18,1,8,1,4.5,3,4.67,3,4,4.5,1
24528,100243,11,4,2,8,1,7,2,4,4,4,4,4,4,0
14913,100177,3,2,3,15,1,6,3,5,5,5,5,5,5,1
5933,100294,5,1,1,16,1,4,2,5,3,3,4,4,3,0
10182,100078,11,4,1,38,1,3,1,4,4.67,5,5,4.5,4.75,0
1640,100095,3,2,2,21,1,7,2,3.5,3.67,4,4,4,3.75,0
14949,100146,2,3,3,24,1,8,2,4,3,3.67,3,3.5,3,0
6870,100197,6,3,3,5,0,7,2,5,4.67,4.67,5,4,5,1
6380,100283,3,2,1,12,1,4,1,1,5,5,5,5,4.5,0
32644,100211,6,3,3,21,1,8,2,4,3,3,5,4,4.75,1
31879,100164,11,4,1,21,1,7,3,5,5,5,5,5,5,1
25238,100306,11,4,1,21,1,6,2,4,4.33,4,4,4,4.25,0
36471,100220,6,3,2,12,1,2,2,4,4.33,5,5,3,5,1
16128,100078,11,4,1,20,1,4,2,5,5,3.67,5,5,4.75,1
35967,100222,6,3,3,23,1,7,2,5,2.33,4.33,3.5,3.5,2.5,1
37943,100279,11,4,1,28,1,5,2,3.5,3.33,3,2,2.5,3.5,0
21590,100078,11,4,1,16,1,6,1,5,5,5,5,5,5,1
35031,100148,6,3,1,6,1,6,2,5,5,5,5,5,5,1
33753,100278,6,3,3,32,0,8,1,5,5,5,5,5,4.75,1
38409,100281,6,3,3,21,1,8,4,3.5,3.67,4,3,3.5,3.75,0
35320,100129,6,3,2,21,1,8,2,5,5,4,5,4.5,4,0
17249,100143,11,4,1,14,1,5,1,3.5,4,4,3,4,4,0
22702,100127,6,3,2,23,1,8,4,4,4,4,4,4,4,1
16624,100227,6,3,2,28,1,8,1,5,5,5,5,5,5,1
12749,100086,5,1,2,25,1,7,4,5,5,5,5,5,5,1
1958,100226,5,1,3,21,1,7,2,4,4.33,4,4,4,4,0
8812,100068,6,3,1,8,1,3,2,5,5,5,5,5,5,1
14886,100135,6,3,1,8,1,3,2,5,5,5,5,4,5,0
26477,100208,1,4,1,1,1,2,1,4.5,5,5,5,5,5,1
6894,100219,11,4,1,12,1,3,2,5,4.67,5,4,5,5,1
13696,100123,3,2,3,21,1,8,2,4,4,4,4,4,4,0
26276,100189,6,3,2,10,1,8,2,3,3,4.67,4,3.5,4.25,1
8694,100273,6,3,1,21,1,7,4,3.5,4,4.33,4,4,4,1
21509,100307,11,4,2,2,1,8,4,3.5,3.67,3,2.5,4,3,0
12742,100197,6,3,1,16,1,4,2,1,4.67,2.67,5,3.5,1.75,0
29303,100179,4,3,2,20,1,4,2,4.5,5,5,5,5,5,1
25755,100281,6,3,3,23,1,8,2,5,5,5,5,5,5,1
39309,100222,6,3,1,13,1,6,4,5,5,5,5,5,5,1
7968,100155,6,3,3,21,1,8,2,4.5,5,5,5,5,5,1
20876,100164,11,4,1,32,1,7,2,5,5,5,5,5,5,1
3218,100254,2,3,1,33,1,6,2,4,3.33,3.67,4.5,3.5,4.25,0
5024,100145,1,4,1,12,1,4,4,5,4,5,4,4.5,4.5,1
6513,100278,6,3,3,8,1,8,1,4,4,4,4,4,4,0
28234,100234,11,4,3,23,1,8,1,4,4,4,4,4,4,0
25516,100191,4,3,3,28,1,8,1,5,5,4,4,5,4.75,0
38746,100208,1,4,3,13,1,7,1,4,3.67,3,3.5,4,4.5,1
9002,100199,6,3,2,16,1,3,2,3.5,4,3.67,4,4,4,0
9368,100155,6,3,3,21,1,8,4,3.5,4.33,3.67,4,4,4.5,0
38147,100134,6,3,1,9,0,6,4,4.5,3,5,5,3.5,4.75,0
962,100232,3,2,2,23,1,7,2,4.5,4,5,5,4.5,4.5,1
39809,100252,6,3,1,13,1,6,1,2.5,3,3.67,4,3,4,0
30217,100088,9,2,1,16,1,5,2,3,3,2.67,2,3,3.25,0
822,100091,6,3,3,13,1,8,2,4.5,4,3.33,3,4.5,4.5,0
9986,100129,6,3,1,21,1,5,2,5,5,5,5,5,5,1
36366,100087,6,3,3,29,1,6,3,5,5,5,5,5,5,1
32717,100224,4,3,1,5,0,6,2,5,4.67,5,5,5,5,1
31071,100207,4,3,1,28,1,4,2,5,5,5,4,5,4.25,1
27519,100283,3,2,3,5,1,8,2,5,5,5,5,5,5,1
8753,100126,6,3,3,5,1,8,4,5,5,5,5,5,5,1
18131,100180,6,3,2,21,1,8,4,4,4,4.33,4,4,4,0
20409,100190,3,2,2,20,1,5,2,5,4.33,4,5,5,4.5,1
15019,100269,9,2,2,21,1,3,2,4,3.67,5,4.5,4,5,1
17688,100180,6,3,1,31,1,1,2,3.5,4,4,4,4.5,4.25,0
32335,100134,6,3,3,30,1,8,2,3.5,3.33,4,3.5,3,4,0
5393,100171,6,3,1,21,1,7,4,4,3,3.33,2,3,3.5,0
8785,100252,6,3,1,16,1,5,2,3,4,5,4,4.5,5,1
21798,100146,2,3,1,31,1,6,2,2.5,1.67,2,2,4,3,0
9895,100270,3,2,2,21,1,8,4,4,3,4.33,3.5,4.5,4,0
33895,100200,11,4,2,21,1,6,4,5,3.67,5,4,4.5,4.5,1
4102,100128,3,2,2,5,0,7,2,4,4,4,4,4,4,0
9611,100272,6,3,2,5,1,8,4,4,4,5,4,4.5,4.75,0
16829,100254,2,3,2,29,1,6,2,5,4,4.67,4.5,4,4,0
34137,100307,11,4,3,33,0,4,1,4,3,3.67,3.5,4,3.75,0
12764,100146,2,3,2,24,1,8,1,4.5,3.33,3,5,3.5,4.25,1
22130,100208,1,4,2,21,1,7,4,4.5,3.67,4.67,4,4,5,1
13031,100254,2,3,1,7,1,8,2,4.5,4,4,3,4,4,0
4960,100078,11,4,1,20,1,4,2,5,5,5,5,5,5,1
10981,100134,6,3,3,29,1,8,1,4,4,4,4,4,4.25,0
15677,100134,6,3,3,34,1,7,1,4.5,4,3.67,3.5,4,3.75,0
30100,100201,3,2,1,16,1,1,2,4,4.33,2.67,3.5,4.5,5,1
32320,100175,11,4,2,7,1,5,2,4,1.67,4,4,2.5,4,0
3841,100080,5,1,2,21,1,4,1,4,4.67,5,5,5,4.25,1
33911,100065,6,3,2,12,0,5,2,5,5,4.67,5,5,5,1
1048,100087,6,3,2,12,1,6,2,4.5,4,3.67,5,4.5,5,1
1187,100248,8,1,1,21,1,2,2,4,3.67,3.67,4,3.5,3.75,0
27142,100180,6,3,3,13,1,8,1,5,5,5,5,5,5,1
7416,100135,6,3,2,29,1,5,1,5,5,5,5,5,5,1
7712,100168,6,3,3,23,1,8,2,3,3.67,4,4,3.5,3.5,0
8435,100238,6,3,1,21,1,2,2,3.5,3.67,4,5,4,4.25,0
34924,100126,6,3,2,21,1,6,4,4,3.33,4,2,3,3.75,0
25688,100295,7,2,3,28,1,7,1,3.5,3.33,5,3,4,4.75,1
8569,100273,6,3,2,21,1,8,4,5,5,5,4.5,5,5,1
18203,100203,3,2,2,2,1,6,3,5,5,5,5,5,5,1
21260,100155,6,3,3,3,1,8,2,4,3.67,4,3.5,3.5,4,0
11857,100224,4,3,1,22,1,7,4,5,5,5,5,5,5,1
38419,100237,6,3,1,20,1,4,2,3.5,4.67,4,3.5,3,4,0
39235,100065,6,3,2,21,1,5,1,4,3.33,5,4,2,2.75,0
4195,100098,6,3,2,12,1,5,2,3,2.33,1,1,3,1.25,0
25094,100222,6,3,1,34,1,6,2,4.5,4.67,5,4.5,4.5,4.5,0
11163,100155,6,3,1,9,1,6,4,5,5,5,4.5,5,4.75,1
14679,100155,6,3,3,13,1,8,4,4,4.67,5,4.5,4,4,1
14639,100273,6,3,3,22,1,5,3,5,5,5,5,5,5,1
30003,100094,5,1,2,16,1,8,1,3.5,3.33,5,4,4,4.25,0
27453,100155,6,3,2,21,1,7,1,4,4,5,5,4.5,4.75,0
37324,100268,6,3,3,9,1,8,2,4.5,3,4.67,5,4.5,4.75,0
27892,100155,6,3,3,21,1,8,2,5,5,5,5,5,5,1
1966,100078,11,4,3,24,1,8,1,4.5,3.33,2.33,2.5,3.5,3.25,0
1175,100153,7,2,1,21,1,5,2,4,4,3.67,4.5,4,4,1
21346,100274,4,3,1,21,1,3,2,4.5,4.33,4,4,5,4,0
36090,100203,3,2,2,28,1,4,1,5,5,5,5,5,5,1
38768,100211,6,3,2,12,1,8,2,5,4.67,4.33,4,4.5,4,0
29720,100272,6,3,2,22,1,4,1,4,4,4,4,4.5,4,0
33843,100148,6,3,2,21,1,4,1,4,4.33,4,4.5,5,5,1
17031,100134,6,3,1,35,1,7,2,4,4,4,4,3.5,4,0
37315,100157,6,3,1,5,1,6,2,5,5,5,5,5,5,1
19690,100283,3,2,2,6,1,5,1,4.5,4,4.67,4.5,5,4.5,1
31871,100164,11,4,2,25,1,8,2,4,4,4,3,3,4,0
4746,100144,3,2,1,1,1,6,4,4,4,4,4,4,4,0
29470,100064,6,3,3,13,1,8,2,4.5,4.33,4.67,4.5,4.5,5,1
13247,100237,6,3,2,18,0,8,2,5,5,5,5,5,5,1
39705,100286,3,2,2,21,1,6,1,5,5,5,5,5,5,1
784,100115,6,3,1,28,1,7,2,4.5,2.33,5,2,2.5,4.75,0
31192,100224,4,3,1,7,0,3,2,4,3.67,5,4,5,5,0
9696,100148,6,3,1,16,0,5,3,5,4,5,5,4.5,4.75,1
38316,100257,4,3,1,16,1,5,2,5,4.33,5,3.5,4.5,4.25,0
39008,100243,11,4,2,15,1,8,1,4.5,4,5,4,4.5,4.75,1
23308,100245,3,2,1,22,1,8,2,3.5,3.67,4,3.5,3.5,3.75,0
30450,100298,4,3,2,8,1,7,4,4.5,3,4.33,2,3,3.5,0
4710,100129,6,3,2,21,1,7,2,4.5,3.67,4.33,4,4.5,4.25,1
26628,100263,6,3,1,21,1,6,2,4.5,3.67,5,5,5,5,0
37475,100215,6,3,1,15,1,5,2,5,3.67,4,5,4,4.25,0
35287,100068,6,3,2,6,1,8,2,5,5,5,5,5,5,1
22051,100137,3,2,2,16,1,2,1,5,5,5,5,5,5,1
31955,100229,4,3,1,25,1,1,2,3.5,2,3.67,3.5,3,4,0
12935,100267,4,3,1,21,1,5,2,5,5,5,5,5,5,1
27745,100157,6,3,1,8,1,6,2,2.5,2.33,4.33,4.5,3.5,4,0
39116,100300,4,3,1,16,1,5,1,5,5,5,5,5,5,1
33567,100099,4,3,1,16,1,6,1,3,3.67,4,2,4.5,4,1
4501,100134,6,3,2,21,1,8,1,5,5,5,5,5,5,1
17808,100253,4,3,1,16,1,4,2,4,4.33,4.67,4.5,5,4.25,0
11885,100270,3,2,1,16,1,7,4,5,5,5,5,5,5,1
29806,100272,6,3,3,21,1,8,4,3.5,3.67,4.33,3.5,3.5,4,0
25658,100209,10,5,2,5,1,8,2,3,2.67,3,3,3.5,2.75,0
4201,100087,6,3,2,13,1,5,2,5,5,5,5,5,5,1
10530,100252,6,3,2,21,1,7,2,5,5,5,5,5,5,1
9264,100231,6,3,3,2,1,8,3,5,5,5,5,5,5,1
21877,100246,3,2,3,5,0,8,2,5,3.33,4,5,4,5,1
10039,100251,4,3,2,21,1,6,2,5,5,5,5,5,5,1
19230,100291,4,3,1,21,1,5,4,5,4.33,5,5,5,5,1
35681,100201,3,2,3,21,1,8,1,5,5,5,5,5,5,1
